N.º,Fecha Tiempo. GMT-03:00,Velocidad del viento. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Velocidad de Ráfagas. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Dirección del viento. ø (LGR S/N: 20682650. SEN S/N: 20679483. LBL: N-S)
9895,04/07/22 18:23:59,40.86,54.108,304.7
9896,04/07/22 18:28:59,42.084,57.708,293.4
9897,04/07/22 18:33:59,42.084,55.296,294.8
9898,04/07/22 18:38:59,42.084,54.108,292
9899,04/07/22 18:43:59,44.496,60.12,297.6
9900,04/07/22 18:48:59,45.684,64.908,297.6
9901,04/07/22 18:53:59,42.084,56.52,297.6
9902,04/07/22 18:58:59,43.272,56.52,300.4
9903,04/07/22 19:03:59,39.672,55.296,297.6
9904,04/07/22 19:08:59,38.484,50.508,294.8
9905,04/07/22 19:13:59,37.26,52.884,299
9906,04/07/22 19:18:59,42.084,55.296,296.2
9907,04/07/22 19:23:59,42.084,51.696,299
9908,04/07/22 19:28:59,42.084,50.508,299
9909,04/07/22 19:33:59,42.084,49.284,300.4
9910,04/07/22 19:38:59,42.084,51.696,290.6
9911,04/07/22 19:43:59,43.272,51.696,259.7
9912,04/07/22 19:48:59,44.496,55.296,266.7
9913,04/07/22 19:53:59,46.872,55.296,282.2
9914,04/07/22 19:58:59,48.096,56.52,271
9915,04/07/22 20:03:59,46.872,56.52,283.6
9916,04/07/22 20:08:59,46.872,56.52,289.2
9917,04/07/22 20:13:59,50.508,62.532,287.8
9918,04/07/22 20:18:59,55.296,64.908,303.2
9919,04/07/22 20:23:59,57.708,67.32,306.1
9920,04/07/22 20:28:59,60.12,70.92,304.7
9921,04/07/22 20:33:59,61.308,70.92,292
9922,04/07/22 20:38:59,62.532,75.744,276.6
9923,04/07/22 20:43:59,60.12,69.732,255.5
9924,04/07/22 20:48:59,60.12,72.144,200.8
9925,04/07/22 20:53:59,61.308,72.144,199.4
9926,04/07/22 20:58:59,63.72,75.744,175.5
9927,04/07/22 21:03:59,60.12,69.732,176.9
9928,04/07/22 21:08:59,60.12,69.732,175.5
9929,04/07/22 21:13:59,60.12,69.732,185.3
9930,04/07/22 21:18:59,57.708,68.544,172.7
9931,04/07/22 21:23:59,54.108,67.32,169.9
9932,04/07/22 21:28:59,51.696,62.532,186.7
9933,04/07/22 21:33:59,49.284,61.308,169.9
9934,04/07/22 21:38:59,49.284,60.12,171.3
9935,04/07/22 21:43:59,50.508,66.132,172.7
9936,04/07/22 21:48:59,48.096,62.532,151.6
9937,04/07/22 21:53:59,44.496,58.896,15.4
9938,04/07/22 21:58:59,42.084,52.884,193.7
9939,04/07/22 22:03:59,33.66,49.284,28.1
9940,04/07/22 22:08:59,27.648,42.084,91.3
9941,04/07/22 22:13:59,20.448,33.66,101.1
9942,04/07/22 22:18:59,8.424,25.236,136.2
9943,04/07/22 22:23:59,15.624,46.872,113.7
9944,04/07/22 22:28:59,15.624,24.048,60.4
9945,04/07/22 22:33:59,12.024,24.048,70.2
9946,04/07/22 22:38:59,12.024,24.048,78.6
9947,04/07/22 22:43:59,8.424,14.436,102.5
9948,04/07/22 22:48:59,8.424,21.636,168.5
9949,04/07/22 22:53:59,10.836,16.848,89.9
9950,04/07/22 22:58:59,9.612,15.624,109.5
9951,04/07/22 23:03:59,6.012,10.836,115.1
9952,04/07/22 23:08:59,9.612,24.048,213.4
9953,04/07/22 23:13:59,12.024,32.472,210.6
9954,04/07/22 23:18:59,9.612,19.224,123.5
9955,04/07/22 23:23:59,8.424,15.624,155.8
9956,04/07/22 23:28:59,13.212,28.872,122.1
9957,04/07/22 23:33:59,9.612,16.848,15.4
9958,04/07/22 23:38:59,16.848,34.848,54.8
9959,04/07/22 23:43:59,15.624,25.236,56.2
9960,04/07/22 23:48:59,18.036,28.872,59
9961,04/07/22 23:53:59,18.036,36.072,74.4
9962,04/07/22 23:58:59,24.048,38.484,355.2
9963,05/07/22 00:03:59,28.872,38.484,172.7
9964,05/07/22 00:08:59,32.472,39.672,161.5
9965,05/07/22 00:13:59,28.872,38.484,338.3
9966,05/07/22 00:18:59,31.248,37.26,162.9
9967,05/07/22 00:23:59,30.06,38.484,157.2
9968,05/07/22 00:28:59,27.648,36.072,352.4
9969,05/07/22 00:33:59,30.06,37.26,344
9970,05/07/22 00:38:59,30.06,38.484,332.7
9971,05/07/22 00:43:59,25.236,33.66,332.7
9972,05/07/22 00:48:59,27.648,32.472,348.2
9973,05/07/22 00:53:59,24.048,31.248,355.2
9974,05/07/22 00:58:59,24.048,28.872,344
9975,05/07/22 01:03:59,26.46,32.472,353.8
9976,05/07/22 01:08:59,24.048,31.248,353.8
9977,05/07/22 01:13:59,21.636,27.648,349.6
9978,05/07/22 01:18:59,25.236,30.06,355.2
9979,05/07/22 01:23:59,22.86,28.872,176.9
9980,05/07/22 01:28:59,22.86,28.872,161.5
9981,05/07/22 01:33:59,24.048,30.06,95.5
9982,05/07/22 01:38:59,22.86,27.648,12.6
9983,05/07/22 01:43:59,22.86,28.872,5.6
9984,05/07/22 01:48:59,27.648,32.472,355.2
9985,05/07/22 01:53:59,28.872,37.26,352.4
9986,05/07/22 01:58:59,28.872,33.66,355.2
9987,05/07/22 02:03:59,26.46,31.248,74.4
9988,05/07/22 02:08:59,24.048,28.872,9.8
9989,05/07/22 02:13:59,26.46,31.248,8.4
9990,05/07/22 02:18:59,24.048,33.66,42.1
9991,05/07/22 02:23:59,21.636,27.648,14
9992,05/07/22 02:28:59,24.048,30.06,143.2
9993,05/07/22 02:33:59,26.46,38.484,23.9
9994,05/07/22 02:38:59,21.636,30.06,130.6
9995,05/07/22 02:43:59,24.048,34.848,178.3
9996,05/07/22 02:48:59,26.46,36.072,280.8
9997,05/07/22 02:53:59,28.872,38.484,199.4
9998,05/07/22 02:58:59,25.236,33.66,162.9
9999,05/07/22 03:03:59,26.46,32.472,167.1
10000,05/07/22 03:08:59,27.648,33.66,338.3
10001,05/07/22 03:13:59,26.46,33.66,353.8
10002,05/07/22 03:18:59,25.236,30.06,167.1
10003,05/07/22 03:23:59,24.048,31.248,171.3
10004,05/07/22 03:28:59,24.048,30.06,182.5
10005,05/07/22 03:33:59,25.236,31.248,164.3
10006,05/07/22 03:38:59,24.048,36.072,115.1
10007,05/07/22 03:43:59,28.872,38.484,164.3
10008,05/07/22 03:48:59,28.872,39.672,160
10009,05/07/22 03:53:59,27.648,37.26,164.3
10010,05/07/22 03:58:59,26.46,34.848,351
10011,05/07/22 04:03:59,19.224,28.872,44.9
10012,05/07/22 04:08:59,19.224,28.872,174.1
10013,05/07/22 04:13:59,8.424,19.224,127.8
10014,05/07/22 04:18:59,15.624,27.648,22.5
10015,05/07/22 04:23:59,16.848,27.648,68.8
10016,05/07/22 04:28:59,9.612,16.848,70.2
10017,05/07/22 04:33:59,7.2,13.212,73
10018,05/07/22 04:38:59,3.6,9.612,74.4
10019,05/07/22 04:43:59,9.612,26.46,77.2
10020,05/07/22 04:48:59,12.024,22.86,60.4
10021,05/07/22 04:53:59,16.848,28.872,49.1
10022,05/07/22 04:58:59,9.612,20.448,68.8
10023,05/07/22 05:03:59,1.188,4.824,59
10024,05/07/22 05:08:59,3.6,7.2,61.8
10025,05/07/22 05:13:59,4.824,8.424,74.4
10026,05/07/22 05:18:59,6.012,9.612,81.4
10027,05/07/22 05:23:59,4.824,9.612,63.2
10028,05/07/22 05:28:59,2.412,4.824,63.2
10029,05/07/22 05:33:59,2.412,4.824,67.4
10030,05/07/22 05:38:59,3.6,6.012,67.4
10031,05/07/22 05:43:59,3.6,10.836,67.4
10032,05/07/22 05:48:59,3.6,9.612,68.8
10033,05/07/22 05:53:59,0,2.412,67.4
10034,05/07/22 05:58:59,4.824,8.424,68.8
10035,05/07/22 06:03:59,6.012,7.2,70.2
10036,05/07/22 06:08:59,4.824,8.424,68.8
10037,05/07/22 06:13:59,3.6,7.2,67.4
10038,05/07/22 06:18:59,6.012,10.836,67.4
10039,05/07/22 06:23:59,4.824,12.024,67.4
10040,05/07/22 06:28:59,4.824,8.424,67.4
10041,05/07/22 06:33:59,2.412,4.824,68.8
10042,05/07/22 06:38:59,3.6,8.424,67.4
10043,05/07/22 06:43:59,1.188,7.2,66
10044,05/07/22 06:48:59,6.012,8.424,67.4
10045,05/07/22 06:53:59,4.824,7.2,67.4
10046,05/07/22 06:58:59,1.188,3.6,66
10047,05/07/22 07:03:59,4.824,8.424,66
10048,05/07/22 07:08:59,4.824,7.2,66
10049,05/07/22 07:13:59,3.6,9.612,66
10050,05/07/22 07:18:59,2.412,6.012,66
10051,05/07/22 07:23:59,1.188,3.6,66
10052,05/07/22 07:28:59,2.412,6.012,66
10053,05/07/22 07:33:59,1.188,2.412,68.8
10054,05/07/22 07:38:59,1.188,4.824,68.8
10055,05/07/22 07:43:59,4.824,7.2,67.4
10056,05/07/22 07:48:59,3.6,7.2,67.4
10057,05/07/22 07:53:59,3.6,7.2,66
10058,05/07/22 07:58:59,6.012,8.424,66
10059,05/07/22 08:03:59,7.2,9.612,67.4
10060,05/07/22 08:08:59,4.824,7.2,66
10061,05/07/22 08:13:59,2.412,4.824,66
10062,05/07/22 08:18:59,2.412,4.824,67.4
10063,05/07/22 08:23:59,6.012,13.212,67.4
10064,05/07/22 08:28:59,8.424,12.024,67.4
10065,05/07/22 08:33:59,7.2,10.836,66
10066,05/07/22 08:38:59,7.2,10.836,66
10067,05/07/22 08:43:59,3.6,10.836,66
10068,05/07/22 08:48:59,4.824,10.836,66
10069,05/07/22 08:53:59,2.412,3.6,66
10070,05/07/22 08:58:59,3.6,6.012,61.8
10071,05/07/22 09:03:59,2.412,4.824,60.4
10072,05/07/22 09:08:59,3.6,6.012,60.4
10073,05/07/22 09:13:59,4.824,7.2,60.4
10074,05/07/22 09:18:59,7.2,9.612,61.8
10075,05/07/22 09:23:59,4.824,7.2,60.4
10076,05/07/22 09:28:59,2.412,6.012,59
10077,05/07/22 09:33:59,6.012,7.2,57.6
10078,05/07/22 09:38:59,4.824,7.2,57.6
10079,05/07/22 09:43:59,1.188,4.824,57.6
10080,05/07/22 09:48:59,0,1.188,57.6
10081,05/07/22 09:53:59,2.412,4.824,57.6
10082,05/07/22 09:58:59,1.188,7.2,57.6
10083,05/07/22 10:03:59,7.2,8.424,61.8
10084,05/07/22 10:08:59,6.012,7.2,63.2
10085,05/07/22 10:13:59,3.6,4.824,63.2
10086,05/07/22 10:18:59,1.188,3.6,63.2
10087,05/07/22 10:23:59,1.188,4.824,63.2
10088,05/07/22 10:28:59,6.012,8.424,66
10089,05/07/22 10:33:59,6.012,10.836,122.1
10090,05/07/22 10:38:59,9.612,13.212,169.9
10091,05/07/22 10:43:59,7.2,12.024,174.1
10092,05/07/22 10:48:59,6.012,9.612,174.1
10093,05/07/22 10:53:59,4.824,8.424,174.1
10094,05/07/22 10:58:59,3.6,6.012,174.1
10095,05/07/22 11:03:59,6.012,10.836,175.5
10096,05/07/22 11:08:59,3.6,7.2,176.9
10097,05/07/22 11:13:59,3.6,7.2,176.9
10098,05/07/22 11:18:59,4.824,9.612,178.3
10099,05/07/22 11:23:59,2.412,6.012,178.3
10100,05/07/22 11:28:59,1.188,4.824,178.3
10101,05/07/22 11:33:59,1.188,4.824,178.3
10102,05/07/22 11:38:59,4.824,9.612,178.3
10103,05/07/22 11:43:59,7.2,12.024,178.3
10104,05/07/22 11:48:59,7.2,14.436,168.5
10105,05/07/22 11:53:59,6.012,10.836,167.1
10106,05/07/22 11:58:59,7.2,14.436,193.7
10107,05/07/22 12:03:59,7.2,10.836,245.7
10108,05/07/22 12:08:59,7.2,13.212,214.8
10109,05/07/22 12:13:59,4.824,7.2,175.5
10110,05/07/22 12:18:59,3.6,7.2,176.9
10111,05/07/22 12:23:59,8.424,15.624,183.9
10112,05/07/22 12:28:59,10.836,15.624,176.9
10113,05/07/22 12:33:59,6.012,14.436,176.9
10114,05/07/22 12:38:59,9.612,14.436,147.4
10115,05/07/22 12:43:59,7.2,12.024,158.6
10116,05/07/22 12:48:59,8.424,13.212,167.1
10117,05/07/22 12:53:59,9.612,15.624,174.1
10118,05/07/22 12:58:59,6.012,13.212,178.3
10119,05/07/22 13:03:59,6.012,10.836,178.3
10120,05/07/22 13:08:59,7.2,9.612,182.5
10121,05/07/22 13:13:59,7.2,12.024,181.1
10122,05/07/22 13:18:59,4.824,9.612,175.5
10123,05/07/22 13:23:59,7.2,13.212,167.1
10124,05/07/22 13:28:59,8.424,12.024,158.6
10125,05/07/22 13:33:59,9.612,15.624,161.5
10126,05/07/22 13:38:59,7.2,15.624,140.4
10127,05/07/22 13:43:59,6.012,13.212,160
10128,05/07/22 13:48:59,6.012,9.612,162.9
10129,05/07/22 13:53:59,4.824,9.612,165.7
10130,05/07/22 13:58:59,4.824,9.612,167.1
10131,05/07/22 14:03:59,8.424,12.024,146
10132,05/07/22 14:08:59,3.6,8.424,158.6
10133,05/07/22 14:13:59,4.824,9.612,148.8
10134,05/07/22 14:18:59,7.2,10.836,147.4
10135,05/07/22 14:23:59,7.2,16.848,210.6
10136,05/07/22 14:28:59,31.248,42.084,289.2
10137,05/07/22 14:33:59,33.66,43.272,280.8
10138,05/07/22 14:38:59,30.06,43.272,269.6
10139,05/07/22 14:43:59,36.072,45.684,266.7
10140,05/07/22 14:48:59,20.448,42.084,7
10141,05/07/22 14:53:59,33.66,45.684,276.6
10142,05/07/22 14:58:59,37.26,46.872,287.8
10143,05/07/22 15:03:59,39.672,49.284,278
10144,05/07/22 15:08:59,36.072,46.872,272.4
10145,05/07/22 15:13:59,34.848,44.496,276.6
10146,05/07/22 15:18:59,37.26,51.696,280.8
10147,05/07/22 15:23:59,38.484,48.096,282.2
10148,05/07/22 15:28:59,39.672,51.696,282.2
10149,05/07/22 15:33:59,34.848,49.284,282.2
10150,05/07/22 15:38:59,28.872,45.684,262.5
10151,05/07/22 15:43:59,34.848,51.696,276.6
10152,05/07/22 15:48:59,44.496,57.708,286.4
10153,05/07/22 15:53:59,37.26,49.284,276.6
10154,05/07/22 15:58:59,28.872,37.26,275.2
10155,05/07/22 16:03:59,34.848,40.86,228.8
10156,05/07/22 16:08:59,43.272,57.708,292
10157,05/07/22 16:13:59,43.272,55.296,289.2
10158,05/07/22 16:18:59,44.496,55.296,287.8
10159,05/07/22 16:23:59,40.86,57.708,285
10160,05/07/22 16:28:59,38.484,50.508,282.2
10161,05/07/22 16:33:59,42.084,52.884,286.4
10162,05/07/22 16:38:59,38.484,50.508,282.2
10163,05/07/22 16:43:59,33.66,45.684,276.6
10164,05/07/22 16:48:59,36.072,49.284,286.4
10165,05/07/22 16:53:59,39.672,50.508,290.6
10166,05/07/22 16:58:59,32.472,45.684,276.6
10167,05/07/22 17:03:59,38.484,49.284,287.8
10168,05/07/22 17:08:59,40.86,54.108,285
10169,05/07/22 17:13:59,36.072,45.684,289.2
10170,05/07/22 17:18:59,39.672,57.708,283.6
10171,05/07/22 17:23:59,34.848,46.872,287.8
10172,05/07/22 17:28:59,34.848,51.696,279.4
10173,05/07/22 17:33:59,37.26,46.872,287.8
10174,05/07/22 17:38:59,32.472,49.284,280.8
10175,05/07/22 17:43:59,38.484,51.696,279.4
10176,05/07/22 17:48:59,30.06,36.072,279.4
10177,05/07/22 17:53:59,28.872,38.484,283.6
10178,05/07/22 17:58:59,31.248,49.284,285
10179,05/07/22 18:03:59,26.46,37.26,235.9
10180,05/07/22 18:08:59,25.236,39.672,278
10181,05/07/22 18:13:59,27.648,39.672,249.9
10182,05/07/22 18:18:59,24.048,33.66,272.4
10183,05/07/22 18:23:59,24.048,37.26,280.8
10184,05/07/22 18:28:59,20.448,27.648,266.7
10185,05/07/22 18:33:59,24.048,37.26,286.4
10186,05/07/22 18:38:59,22.86,31.248,283.6
10187,05/07/22 18:43:59,24.048,44.496,283.6
10188,05/07/22 18:48:59,27.648,37.26,275.2
10189,05/07/22 18:53:59,26.46,34.848,220.4
10190,05/07/22 18:58:59,31.248,48.096,279.4
10191,05/07/22 19:03:59,24.048,33.66,282.2
10192,05/07/22 19:08:59,21.636,28.872,280.8
10193,05/07/22 19:13:59,28.872,49.284,273.8
10194,05/07/22 19:18:59,22.86,36.072,285
10195,05/07/22 19:23:59,24.048,31.248,286.4
10196,05/07/22 19:28:59,27.648,37.26,279.4
10197,05/07/22 19:33:59,22.86,36.072,286.4
10198,05/07/22 19:38:59,21.636,30.06,273.8
10199,05/07/22 19:43:59,24.048,37.26,275.2
10200,05/07/22 19:48:59,22.86,33.66,276.6
10201,05/07/22 19:53:59,25.236,49.284,276.6
10202,05/07/22 19:58:59,22.86,30.06,272.4
10203,05/07/22 20:03:59,16.848,25.236,282.2
10204,05/07/22 20:08:59,20.448,27.648,268.1
10205,05/07/22 20:13:59,24.048,39.672,279.4
10206,05/07/22 20:18:59,28.872,37.26,259.7
10207,05/07/22 20:23:59,22.86,39.672,262.5
10208,05/07/22 20:28:59,20.448,38.484,259.7
10209,05/07/22 20:33:59,19.224,26.46,268.1
10210,05/07/22 20:38:59,20.448,38.484,294.8
10211,05/07/22 20:43:59,30.06,40.86,294.8
10212,05/07/22 20:48:59,30.06,44.496,207.8
10213,05/07/22 20:53:59,25.236,39.672,268.1
10214,05/07/22 20:58:59,19.224,42.084,278
10215,05/07/22 21:03:59,19.224,26.46,273.8
10216,05/07/22 21:08:59,18.036,28.872,276.6
10217,05/07/22 21:13:59,21.636,32.472,276.6
10218,05/07/22 21:18:59,15.624,24.048,287.8
10219,05/07/22 21:23:59,19.224,25.236,268.1
10220,05/07/22 21:28:59,18.036,26.46,278
10221,05/07/22 21:33:59,15.624,21.636,282.2
10222,05/07/22 21:38:59,10.836,20.448,301.8
10223,05/07/22 21:43:59,18.036,28.872,249.9
10224,05/07/22 21:48:59,16.848,27.648,283.6
10225,05/07/22 21:53:59,24.048,49.284,280.8
10226,05/07/22 21:58:59,27.648,45.684,278
10227,05/07/22 22:03:59,25.236,39.672,268.1
10228,05/07/22 22:08:59,21.636,32.472,272.4
10229,05/07/22 22:13:59,21.636,27.648,266.7
10230,05/07/22 22:18:59,19.224,38.484,272.4
10231,05/07/22 22:23:59,18.036,32.472,275.2
10232,05/07/22 22:28:59,16.848,24.048,271
10233,05/07/22 22:33:59,15.624,22.86,279.4
10234,05/07/22 22:38:59,15.624,21.636,259.7
10235,05/07/22 22:43:59,10.836,16.848,282.2
10236,05/07/22 22:48:59,13.212,20.448,263.9
10237,05/07/22 22:53:59,10.836,16.848,273.8
10238,05/07/22 22:58:59,13.212,26.46,276.6
10239,05/07/22 23:03:59,9.612,21.636,315.9
10240,05/07/22 23:08:59,10.836,21.636,196.5
10241,05/07/22 23:13:59,14.436,27.648,205
10242,05/07/22 23:18:59,20.448,38.484,169.9
10243,05/07/22 23:23:59,22.86,37.26,240.1
10244,05/07/22 23:28:59,22.86,38.484,235.9
10245,05/07/22 23:33:59,27.648,42.084,183.9
10246,05/07/22 23:38:59,25.236,39.672,300.4
10247,05/07/22 23:43:59,18.036,31.248,261.1
10248,05/07/22 23:48:59,16.848,25.236,262.5
10249,05/07/22 23:53:59,14.436,22.86,282.2
10250,05/07/22 23:58:59,12.024,15.624,15.4
10251,06/07/22 00:03:59,14.436,20.448,353.8
10252,06/07/22 00:08:59,15.624,22.86,1.4
10253,06/07/22 00:13:59,15.624,22.86,1.4
10254,06/07/22 00:18:59,15.624,21.636,341.2
10255,06/07/22 00:23:59,15.624,26.46,339.7
10256,06/07/22 00:28:59,18.036,27.648,11.2
10257,06/07/22 00:33:59,19.224,27.648,8.4
10258,06/07/22 00:38:59,22.86,33.66,26.7
10259,06/07/22 00:43:59,24.048,31.248,9.8
10260,06/07/22 00:48:59,25.236,40.86,12.6
10261,06/07/22 00:53:59,26.46,52.884,9.8
10262,06/07/22 00:58:59,28.872,39.672,352.4
10263,06/07/22 01:03:59,25.236,36.072,8.4
10264,06/07/22 01:08:59,22.86,28.872,154.4
10265,06/07/22 01:13:59,22.86,27.648,167.1
10266,06/07/22 01:18:59,22.86,27.648,167.1
10267,06/07/22 01:23:59,18.036,26.46,161.5
10268,06/07/22 01:28:59,20.448,28.872,54.8
10269,06/07/22 01:33:59,20.448,26.46,30.9
10270,06/07/22 01:38:59,20.448,25.236,5.6
10271,06/07/22 01:43:59,22.86,28.872,169.9
10272,06/07/22 01:48:59,21.636,27.648,167.1
10273,06/07/22 01:53:59,19.224,25.236,61.8
10274,06/07/22 01:58:59,20.448,30.06,29.5
10275,06/07/22 02:03:59,21.636,30.06,50.5
10276,06/07/22 02:08:59,18.036,24.048,144.6
10277,06/07/22 02:13:59,20.448,27.648,167.1
10278,06/07/22 02:18:59,18.036,22.86,355.2
10279,06/07/22 02:23:59,16.848,20.448,167.1
10280,06/07/22 02:28:59,18.036,21.636,160
10281,06/07/22 02:33:59,16.848,22.86,11.2
10282,06/07/22 02:38:59,18.036,22.86,158.6
10283,06/07/22 02:43:59,18.036,24.048,147.4
10284,06/07/22 02:48:59,18.036,24.048,161.5
10285,06/07/22 02:53:59,19.224,26.46,164.3
10286,06/07/22 02:58:59,21.636,33.66,155.8
10287,06/07/22 03:03:59,22.86,31.248,157.2
10288,06/07/22 03:08:59,21.636,27.648,155.8
10289,06/07/22 03:13:59,21.636,30.06,105.3
10290,06/07/22 03:18:59,22.86,33.66,71.6
10291,06/07/22 03:23:59,22.86,31.248,160
10292,06/07/22 03:28:59,25.236,36.072,147.4
10293,06/07/22 03:33:59,24.048,32.472,336.9
10294,06/07/22 03:38:59,25.236,32.472,47.7
10295,06/07/22 03:43:59,26.46,42.084,11.2
10296,06/07/22 03:48:59,22.86,31.248,74.4
10297,06/07/22 03:53:59,22.86,32.472,73
10298,06/07/22 03:58:59,24.048,33.66,60.4
10299,06/07/22 04:03:59,22.86,32.472,144.6
10300,06/07/22 04:08:59,21.636,27.648,144.6
10301,06/07/22 04:13:59,20.448,27.648,172.7
10302,06/07/22 04:18:59,22.86,30.06,7
10303,06/07/22 04:23:59,22.86,34.848,329.9
10304,06/07/22 04:28:59,14.436,22.86,325.7
10305,06/07/22 04:33:59,15.624,25.236,0
10306,06/07/22 04:38:59,16.848,26.46,349.6
10307,06/07/22 04:43:59,12.024,27.648,189.5
10308,06/07/22 04:48:59,9.612,20.448,140.4
10309,06/07/22 04:53:59,14.436,24.048,33.7
10310,06/07/22 04:58:59,2.412,6.012,43.5
10311,06/07/22 05:03:59,7.2,10.836,35.1
10312,06/07/22 05:08:59,4.824,13.212,37.9
10313,06/07/22 05:13:59,6.012,13.212,44.9
10314,06/07/22 05:18:59,8.424,13.212,51.9
10315,06/07/22 05:23:59,6.012,10.836,59
10316,06/07/22 05:28:59,8.424,15.624,57.6
10317,06/07/22 05:33:59,9.612,14.436,123.5
10318,06/07/22 05:38:59,7.2,10.836,77.2
10319,06/07/22 05:43:59,8.424,13.212,59
10320,06/07/22 05:48:59,12.024,16.848,47.7
10321,06/07/22 05:53:59,6.012,14.436,88.4
10322,06/07/22 05:58:59,10.836,14.436,92.7
10323,06/07/22 06:03:59,9.612,19.224,37.9
10324,06/07/22 06:08:59,6.012,13.212,36.5
10325,06/07/22 06:13:59,4.824,10.836,30.9
10326,06/07/22 06:18:59,1.188,4.824,28.1
10327,06/07/22 06:23:59,2.412,6.012,30.9
10328,06/07/22 06:28:59,7.2,12.024,28.1
10329,06/07/22 06:33:59,6.012,14.436,23.9
10330,06/07/22 06:38:59,4.824,7.2,11.2
10331,06/07/22 06:43:59,2.412,7.2,11.2
10332,06/07/22 06:48:59,3.6,9.612,15.4
10333,06/07/22 06:53:59,6.012,9.612,42.1
10334,06/07/22 06:58:59,6.012,9.612,57.6
10335,06/07/22 07:03:59,3.6,8.424,36.5
10336,06/07/22 07:08:59,6.012,9.612,46.3
10337,06/07/22 07:13:59,3.6,7.2,82.8
10338,06/07/22 07:18:59,7.2,12.024,140.4
10339,06/07/22 07:23:59,6.012,12.024,77.2
10340,06/07/22 07:28:59,9.612,14.436,12.6
10341,06/07/22 07:33:59,8.424,19.224,56.2
10342,06/07/22 07:38:59,14.436,21.636,47.7
10343,06/07/22 07:43:59,14.436,20.448,36.5
10344,06/07/22 07:48:59,14.436,19.224,25.3
10345,06/07/22 07:53:59,10.836,18.036,43.5
10346,06/07/22 07:58:59,14.436,19.224,23.9
10347,06/07/22 08:03:59,9.612,13.212,113.7
10348,06/07/22 08:08:59,3.6,6.012,137.6
10349,06/07/22 08:13:59,4.824,8.424,127.8
10350,06/07/22 08:18:59,3.6,8.424,134.8
10351,06/07/22 08:23:59,6.012,8.424,179.7
10352,06/07/22 08:28:59,7.2,10.836,205
10353,06/07/22 08:33:59,9.612,12.024,238.7
10354,06/07/22 08:38:59,8.424,12.024,261.1
10355,06/07/22 08:43:59,7.2,12.024,268.1
10356,06/07/22 08:48:59,9.612,12.024,265.3
10357,06/07/22 08:53:59,4.824,12.024,244.3
10358,06/07/22 08:58:59,7.2,13.212,251.3
10359,06/07/22 09:03:59,3.6,8.424,279.4
10360,06/07/22 09:08:59,3.6,9.612,280.8
10361,06/07/22 09:13:59,7.2,13.212,286.4
10362,06/07/22 09:18:59,7.2,13.212,168.5
10363,06/07/22 09:23:59,4.824,9.612,154.4
10364,06/07/22 09:28:59,4.824,7.2,154.4
10365,06/07/22 09:33:59,3.6,7.2,154.4
10366,06/07/22 09:38:59,4.824,8.424,164.3
10367,06/07/22 09:43:59,3.6,9.612,161.5
10368,06/07/22 09:48:59,1.188,2.412,154.4
10369,06/07/22 09:53:59,4.824,9.612,154.4
10370,06/07/22 09:58:59,8.424,12.024,196.5
10371,06/07/22 10:03:59,1.188,2.412,202.2
10372,06/07/22 10:08:59,2.412,4.824,245.7
10373,06/07/22 10:13:59,7.2,12.024,133.4
10374,06/07/22 10:18:59,6.012,10.836,141.8
10375,06/07/22 10:23:59,3.6,7.2,21.1
10376,06/07/22 10:28:59,4.824,7.2,21.1
10377,06/07/22 10:33:59,3.6,6.012,19.7
10378,06/07/22 10:38:59,4.824,9.612,21.1
10379,06/07/22 10:43:59,9.612,14.436,61.8
10380,06/07/22 10:48:59,8.424,13.212,352.4
10381,06/07/22 10:53:59,3.6,8.424,334.1
10382,06/07/22 10:58:59,3.6,7.2,162.9
10383,06/07/22 11:03:59,6.012,10.836,245.7
10384,06/07/22 11:08:59,6.012,14.436,202.2
10385,06/07/22 11:13:59,6.012,8.424,203.6
10386,06/07/22 11:18:59,10.836,19.224,136.2
10387,06/07/22 11:23:59,12.024,20.448,271
10388,06/07/22 11:28:59,4.824,7.2,35.1
10389,06/07/22 11:33:59,4.824,10.836,29.5
10390,06/07/22 11:38:59,4.824,14.436,46.3
10391,06/07/22 11:43:59,15.624,27.648,123.5
10392,06/07/22 11:48:59,9.612,20.448,241.5
10393,06/07/22 11:53:59,12.024,32.472,255.5
10394,06/07/22 11:58:59,18.036,30.06,44.9
10395,06/07/22 12:03:59,19.224,37.26,75.8
10396,06/07/22 12:08:59,14.436,21.636,30.9
10397,06/07/22 12:13:59,24.048,37.26,39.3
10398,06/07/22 12:18:59,24.048,34.848,18.3
10399,06/07/22 12:23:59,18.036,28.872,26.7
10400,06/07/22 12:28:59,27.648,40.86,22.5
10401,06/07/22 12:33:59,20.448,34.848,137.6
10402,06/07/22 12:38:59,19.224,27.648,25.3
10403,06/07/22 12:43:59,16.848,32.472,127.8
10404,06/07/22 12:48:59,16.848,27.648,19.7
10405,06/07/22 12:53:59,20.448,44.496,321.5
10406,06/07/22 12:58:59,16.848,42.084,181.1
10407,06/07/22 13:03:59,18.036,31.248,220.4
10408,06/07/22 13:08:59,16.848,25.236,310.3
10409,06/07/22 13:13:59,15.624,30.06,271
10410,06/07/22 13:18:59,20.448,37.26,82.8
