T�tulo de trazado: 20682650,,,,
N.�,Fecha,Velocidad del viento. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Velocidad de R�fagas. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Direcci�n del viento. � (LGR S/N: 20682650. SEN S/N: 20679483. LBL: N-S)
21448,18/11/19 07:05:13,10.836,12.024,355.2
21449,18/11/19 07:06:13,10.836,13.212,16.8
21450,18/11/19 07:07:13,9.612,12.024,355.2
21451,18/11/19 07:08:13,10.836,12.024,16.8
21452,18/11/19 07:09:13,10.836,13.212,36.5
21453,18/11/19 07:10:13,10.836,13.212,4.2
21454,18/11/19 07:11:13,10.836,12.024,0
21455,18/11/19 07:12:13,9.612,10.836,4.2
21456,18/11/19 07:13:13,10.836,12.024,355.2
21457,18/11/19 07:14:13,9.612,12.024,0
21458,18/11/19 07:15:13,8.424,9.612,355.2
21459,18/11/19 07:16:13,8.424,9.612,148.8
21460,18/11/19 07:17:13,8.424,9.612,150.2
21461,18/11/19 07:18:13,7.2,7.2,150.2
21462,18/11/19 07:19:13,6.012,7.2,150.2
21463,18/11/19 07:20:13,4.824,6.012,150.2
21464,18/11/19 07:21:13,4.824,4.824,150.2
21465,18/11/19 07:22:13,3.6,4.824,150.2
21466,18/11/19 07:23:13,2.412,3.6,150.2
21467,18/11/19 07:24:13,1.188,2.412,150.2
21468,18/11/19 07:25:13,0,1.188,150.2
21469,18/11/19 07:26:13,0,0,150.2
21470,18/11/19 07:27:13,0,0,150.2
21471,18/11/19 07:28:13,1.188,2.412,150.2
21472,18/11/19 07:29:13,2.412,3.6,150.2
21473,18/11/19 07:30:13,3.6,4.824,314.5
21474,18/11/19 07:31:13,4.824,4.824,301.8
21475,18/11/19 07:32:13,4.824,6.012,300.4
21476,18/11/19 07:33:13,3.6,4.824,300.4
21477,18/11/19 07:34:13,3.6,4.824,300.4
21478,18/11/19 07:35:13,3.6,4.824,300.4
21479,18/11/19 07:36:13,3.6,4.824,299
21480,18/11/19 07:37:13,3.6,4.824,299
21481,18/11/19 07:38:13,3.6,4.824,299
21482,18/11/19 07:39:13,3.6,4.824,293.4
21483,18/11/19 07:40:13,3.6,4.824,293.4
21484,18/11/19 07:41:13,2.412,4.824,293.4
21485,18/11/19 07:42:13,2.412,3.6,293.4
21486,18/11/19 07:43:13,2.412,3.6,293.4
21487,18/11/19 07:44:13,4.824,6.012,200.8
21488,18/11/19 07:45:13,2.412,4.824,165.7
21489,18/11/19 07:46:13,7.2,8.424,212
21490,18/11/19 07:47:13,7.2,8.424,224.6
21491,18/11/19 07:48:13,6.012,6.012,228.8
21492,18/11/19 07:49:13,4.824,6.012,228.8
21493,18/11/19 07:50:13,4.824,6.012,228.8
21494,18/11/19 07:51:13,4.824,4.824,228.8
21495,18/11/19 07:52:13,4.824,4.824,228.8
21496,18/11/19 07:53:13,4.824,6.012,230.2
21497,18/11/19 07:54:13,4.824,6.012,230.2
21498,18/11/19 07:55:13,6.012,6.012,230.2
21499,18/11/19 07:56:13,6.012,7.2,231.6
21500,18/11/19 07:57:13,4.824,6.012,233.1
21501,18/11/19 07:58:13,4.824,6.012,233.1
21502,18/11/19 07:59:13,4.824,6.012,231.6
21503,18/11/19 08:00:13,4.824,7.2,221.8
21504,18/11/19 08:01:13,6.012,7.2,226
21505,18/11/19 08:02:13,6.012,7.2,227.4
21506,18/11/19 08:03:13,4.824,6.012,228.8
21507,18/11/19 08:04:13,6.012,7.2,234.5
21508,18/11/19 08:05:13,6.012,7.2,245.7
21509,18/11/19 08:06:13,4.824,6.012,252.7
21510,18/11/19 08:07:13,6.012,7.2,252.7
21511,18/11/19 08:08:13,6.012,8.424,242.9
21512,18/11/19 08:09:13,6.012,7.2,241.5
21513,18/11/19 08:10:13,6.012,7.2,240.1
21514,18/11/19 08:11:13,6.012,7.2,251.3
21515,18/11/19 08:12:13,7.2,8.424,256.9
21516,18/11/19 08:13:13,6.012,8.424,249.9
21517,18/11/19 08:14:13,6.012,7.2,249.9
21518,18/11/19 08:15:13,7.2,9.612,248.5
21519,18/11/19 08:16:13,7.2,8.424,238.7
21520,18/11/19 08:17:13,6.012,8.424,256.9
21521,18/11/19 08:18:13,6.012,7.2,256.9
21522,18/11/19 08:19:13,8.424,9.612,251.3
21523,18/11/19 08:20:13,7.2,9.612,249.9
21524,18/11/19 08:21:13,7.2,9.612,271
21525,18/11/19 08:22:13,6.012,8.424,251.3
21526,18/11/19 08:23:13,8.424,12.024,247.1
21527,18/11/19 08:24:13,7.2,9.612,268.1
21528,18/11/19 08:25:13,7.2,9.612,258.3
21529,18/11/19 08:26:13,8.424,9.612,248.5
21530,18/11/19 08:27:13,7.2,9.612,255.5
21531,18/11/19 08:28:13,7.2,8.424,254.1
21532,18/11/19 08:29:13,6.012,7.2,266.7
21533,18/11/19 08:30:13,6.012,8.424,273.8
21534,18/11/19 08:31:13,4.824,8.424,278
21535,18/11/19 08:32:13,7.2,8.424,263.9
21536,18/11/19 08:33:13,6.012,7.2,245.7
21537,18/11/19 08:34:13,4.824,6.012,244.3
21538,18/11/19 08:35:13,3.6,4.824,242.9
21539,18/11/19 08:36:13,3.6,4.824,240.1
21540,18/11/19 08:37:13,6.012,7.2,254.1
21541,18/11/19 08:38:13,4.824,6.012,248.5
21542,18/11/19 08:39:13,7.2,8.424,214.8
21543,18/11/19 08:40:13,7.2,8.424,241.5
21544,18/11/19 08:41:13,6.012,10.836,256.9
21545,18/11/19 08:42:13,7.2,10.836,224.6
21546,18/11/19 08:43:13,6.012,9.612,219
21547,18/11/19 08:44:13,6.012,8.424,245.7
21548,18/11/19 08:45:13,9.612,12.024,241.5
21549,18/11/19 08:46:13,7.2,8.424,261.1
21550,18/11/19 08:47:13,3.6,6.012,285
21551,18/11/19 08:48:13,4.824,8.424,254.1
21552,18/11/19 08:49:13,8.424,12.024,217.6
21553,18/11/19 08:50:13,7.2,9.612,210.6
21554,18/11/19 08:51:13,6.012,8.424,219
21555,18/11/19 08:52:13,2.412,3.6,220.4
21556,18/11/19 08:53:13,7.2,10.836,224.6
21557,18/11/19 08:54:13,6.012,8.424,224.6
21558,18/11/19 08:55:13,10.836,14.436,221.8
21559,18/11/19 08:56:13,9.612,13.212,233.1
21560,18/11/19 08:57:13,8.424,10.836,226
21561,18/11/19 08:58:13,4.824,9.612,247.1
21562,18/11/19 08:59:13,8.424,10.836,231.6
21563,18/11/19 09:00:13,7.2,8.424,224.6
21564,18/11/19 09:01:13,8.424,13.212,207.8
21565,18/11/19 09:02:13,7.2,9.612,202.2
21566,18/11/19 09:03:13,12.024,16.848,226
21567,18/11/19 09:04:13,10.836,14.436,233.1
21568,18/11/19 09:05:13,9.612,14.436,221.8
21569,18/11/19 09:06:13,12.024,14.436,207.8
21570,18/11/19 09:07:13,10.836,15.624,214.8
21571,18/11/19 09:08:13,12.024,16.848,217.6
21572,18/11/19 09:09:13,8.424,12.024,217.6
21573,18/11/19 09:10:13,10.836,13.212,219
21574,18/11/19 09:11:13,10.836,13.212,202.2
21575,18/11/19 09:12:13,16.848,22.86,209.2
21576,18/11/19 09:13:13,15.624,18.036,231.6
21577,18/11/19 09:14:13,13.212,16.848,212
21578,18/11/19 09:15:13,9.612,13.212,247.1
21579,18/11/19 09:16:13,16.848,19.224,221.8
21580,18/11/19 09:17:13,18.036,19.224,212
21581,18/11/19 09:18:13,13.212,18.036,219
21582,18/11/19 09:19:13,8.424,12.024,203.6
21583,18/11/19 09:20:13,12.024,15.624,221.8
21584,18/11/19 09:21:13,13.212,21.636,219
21585,18/11/19 09:22:13,19.224,25.236,214.8
21586,18/11/19 09:23:13,12.024,18.036,221.8
21587,18/11/19 09:24:13,14.436,19.224,207.8
21588,18/11/19 09:25:13,20.448,22.86,209.2
21589,18/11/19 09:26:13,16.848,21.636,219
21590,18/11/19 09:27:13,14.436,19.224,219
21591,18/11/19 09:28:13,12.024,15.624,214.8
21592,18/11/19 09:29:13,13.212,19.224,217.6
21593,18/11/19 09:30:13,14.436,22.86,219
21594,18/11/19 09:31:13,13.212,18.036,209.2
21595,18/11/19 09:32:13,13.212,16.848,209.2
21596,18/11/19 09:33:13,13.212,19.224,206.4
21597,18/11/19 09:34:13,16.848,19.224,199.4
21598,18/11/19 09:35:13,13.212,15.624,196.5
21599,18/11/19 09:36:13,10.836,13.212,240.1
21600,18/11/19 09:37:13,8.424,12.024,216.2
21601,18/11/19 09:38:13,8.424,10.836,203.6
21602,18/11/19 09:39:13,14.436,18.036,219
21603,18/11/19 09:40:13,14.436,16.848,224.6
21604,18/11/19 09:41:13,14.436,19.224,207.8
21605,18/11/19 09:42:13,12.024,16.848,219
21606,18/11/19 09:43:13,9.612,13.212,240.1
21607,18/11/19 09:44:13,6.012,8.424,324.3
21608,18/11/19 09:45:13,3.6,9.612,321.5
21609,18/11/19 09:46:13,15.624,19.224,217.6
21610,18/11/19 09:47:13,16.848,21.636,240.1
21611,18/11/19 09:48:13,13.212,15.624,230.2
21612,18/11/19 09:49:13,12.024,14.436,233.1
21613,18/11/19 09:50:13,12.024,15.624,241.5
21614,18/11/19 09:51:13,7.2,8.424,230.2
21615,18/11/19 09:52:13,4.824,7.2,242.9
21616,18/11/19 09:53:13,4.824,6.012,255.5
21617,18/11/19 09:54:13,9.612,15.624,231.6
21618,18/11/19 09:55:13,14.436,18.036,230.2
21619,18/11/19 09:56:13,7.2,10.836,233.1
21620,18/11/19 09:57:13,15.624,21.636,202.2
21621,18/11/19 09:58:13,16.848,20.448,213.4
21622,18/11/19 09:59:13,14.436,19.224,220.4
21623,18/11/19 10:00:13,10.836,18.036,200.8
21624,18/11/19 10:01:13,18.036,22.86,216.2
21625,18/11/19 10:02:13,15.624,22.86,228.8
21626,18/11/19 10:03:13,19.224,26.46,205
21627,18/11/19 10:04:13,19.224,20.448,199.4
21628,18/11/19 10:05:13,15.624,19.224,196.5
21629,18/11/19 10:06:13,10.836,15.624,223.2
21630,18/11/19 10:07:13,6.012,9.612,230.2
21631,18/11/19 10:08:13,13.212,21.636,234.5
21632,18/11/19 10:09:13,13.212,21.636,226
21633,18/11/19 10:10:13,7.2,10.836,224.6
21634,18/11/19 10:11:13,6.012,9.612,234.5
21635,18/11/19 10:12:13,12.024,15.624,219
21636,18/11/19 10:13:13,8.424,14.436,240.1
21637,18/11/19 10:14:13,10.836,14.436,241.5
21638,18/11/19 10:15:13,6.012,9.612,234.5
21639,18/11/19 10:16:13,16.848,22.86,193.7
21640,18/11/19 10:17:13,19.224,24.048,179.7
21641,18/11/19 10:18:13,15.624,20.448,195.1
21642,18/11/19 10:19:13,8.424,13.212,178.3
21643,18/11/19 10:20:13,10.836,13.212,207.8
21644,18/11/19 10:21:13,13.212,16.848,207.8
21645,18/11/19 10:22:13,16.848,19.224,193.7
21646,18/11/19 10:23:13,14.436,16.848,206.4
21647,18/11/19 10:24:13,13.212,16.848,207.8
21648,18/11/19 10:25:13,9.612,14.436,181.1
21649,18/11/19 10:26:13,7.2,9.612,169.9
21650,18/11/19 10:27:13,3.6,7.2,192.3
21651,18/11/19 10:28:13,4.824,6.012,137.6
21652,18/11/19 10:29:13,12.024,15.624,183.9
21653,18/11/19 10:30:13,12.024,14.436,167.1
21654,18/11/19 10:31:13,10.836,16.848,167.1
21655,18/11/19 10:32:13,13.212,18.036,136.2
21656,18/11/19 10:33:13,13.212,15.624,119.3
21657,18/11/19 10:34:13,12.024,15.624,117.9
21658,18/11/19 10:35:13,9.612,12.024,101.1
21659,18/11/19 10:36:13,6.012,9.612,122.1
21660,18/11/19 10:37:13,3.6,4.824,153
21661,18/11/19 10:38:13,6.012,15.624,182.5
21662,18/11/19 10:39:13,10.836,16.848,206.4
21663,18/11/19 10:40:13,6.012,7.2,176.9
21664,18/11/19 10:41:13,2.412,3.6,172.7
21665,18/11/19 10:42:13,3.6,6.012,217.6
21666,18/11/19 10:43:13,3.6,6.012,266.7
21667,18/11/19 10:44:13,6.012,10.836,168.5
21668,18/11/19 10:45:13,9.612,15.624,192.3
21669,18/11/19 10:46:13,9.612,12.024,172.7
21670,18/11/19 10:47:13,9.612,13.212,193.7
21671,18/11/19 10:48:13,10.836,13.212,150.2
21672,18/11/19 10:49:13,9.612,16.848,133.4
21673,18/11/19 10:50:13,8.424,12.024,105.3
21674,18/11/19 10:51:13,4.824,6.012,84.2
21675,18/11/19 10:52:13,3.6,6.012,75.8
21676,18/11/19 10:53:13,7.2,13.212,124.9
21677,18/11/19 10:54:13,9.612,12.024,198
21678,18/11/19 10:55:13,9.612,14.436,144.6
21679,18/11/19 10:56:13,9.612,13.212,105.3
21680,18/11/19 10:57:13,13.212,22.86,136.2
21681,18/11/19 10:58:13,14.436,19.224,207.8
21682,18/11/19 10:59:13,14.436,18.036,193.7
21683,18/11/19 11:00:13,10.836,20.448,175.5
21684,18/11/19 11:01:13,7.2,12.024,174.1
21685,18/11/19 11:02:13,7.2,10.836,103.9
21686,18/11/19 11:03:13,6.012,7.2,150.2
21687,18/11/19 11:04:13,9.612,15.624,141.8
21688,18/11/19 11:05:13,12.024,15.624,157.2
21689,18/11/19 11:06:13,10.836,13.212,157.2
21690,18/11/19 11:07:13,10.836,12.024,169.9
21691,18/11/19 11:08:13,14.436,18.036,198
21692,18/11/19 11:09:13,14.436,16.848,186.7
21693,18/11/19 11:10:13,9.612,15.624,206.4
21694,18/11/19 11:11:13,8.424,12.024,213.4
21695,18/11/19 11:12:13,12.024,16.848,164.3
21696,18/11/19 11:13:13,14.436,19.224,136.2
21697,18/11/19 11:14:13,7.2,10.836,167.1
21698,18/11/19 11:15:13,7.2,9.612,182.5
21699,18/11/19 11:16:13,10.836,14.436,144.6
21700,18/11/19 11:17:13,13.212,18.036,168.5
21701,18/11/19 11:18:13,13.212,18.036,139
21702,18/11/19 11:19:13,12.024,18.036,123.5
21703,18/11/19 11:20:13,10.836,14.436,101.1
21704,18/11/19 11:21:13,9.612,12.024,96.9
21705,18/11/19 11:22:13,8.424,16.848,80
21706,18/11/19 11:23:13,3.6,6.012,2.8
21707,18/11/19 11:24:13,6.012,10.836,88.4
21708,18/11/19 11:25:13,4.824,8.424,59
21709,18/11/19 11:26:13,12.024,16.848,122.1
21710,18/11/19 11:27:13,12.024,14.436,95.5
21711,18/11/19 11:28:13,10.836,13.212,91.3
21712,18/11/19 11:29:13,8.424,9.612,103.9
21713,18/11/19 11:30:13,9.612,14.436,117.9
21714,18/11/19 11:31:13,4.824,7.2,133.4
21715,18/11/19 11:32:13,3.6,4.824,132
21716,18/11/19 11:33:13,3.6,6.012,132
21717,18/11/19 11:34:13,6.012,10.836,127.8
21718,18/11/19 11:35:13,9.612,13.212,105.3
21719,18/11/19 11:36:13,14.436,21.636,129.2
21720,18/11/19 11:37:13,14.436,20.448,119.3
21721,18/11/19 11:38:13,8.424,14.436,115.1
21722,18/11/19 11:39:13,16.848,20.448,109.5
21723,18/11/19 11:40:13,15.624,19.224,106.7
21724,18/11/19 11:41:13,12.024,15.624,124.9
21725,18/11/19 11:42:13,7.2,12.024,99.7
21726,18/11/19 11:43:13,2.412,6.012,77.2
21727,18/11/19 11:44:13,3.6,4.824,78.6
21728,18/11/19 11:45:13,8.424,12.024,130.6
21729,18/11/19 11:46:13,10.836,15.624,117.9
21730,18/11/19 11:47:13,14.436,19.224,165.7
21731,18/11/19 11:48:13,15.624,21.636,148.8
21732,18/11/19 11:49:13,8.424,14.436,124.9
21733,18/11/19 11:50:13,7.2,13.212,109.5
21734,18/11/19 11:51:13,6.012,8.424,84.2
21735,18/11/19 11:52:13,10.836,14.436,144.6
21736,18/11/19 11:53:13,9.612,12.024,155.8
21737,18/11/19 11:54:13,8.424,13.212,158.6
21738,18/11/19 11:55:13,12.024,16.848,151.6
21739,18/11/19 11:56:13,15.624,24.048,133.4
21740,18/11/19 11:57:13,6.012,10.836,101.1
21741,18/11/19 11:58:13,9.612,20.448,102.5
21742,18/11/19 11:59:13,15.624,25.236,134.8
21743,18/11/19 12:00:13,15.624,22.86,146
21744,18/11/19 12:01:13,21.636,25.236,137.6
21745,18/11/19 12:02:13,15.624,21.636,150.2
21746,18/11/19 12:03:13,9.612,15.624,139
21747,18/11/19 12:04:13,7.2,13.212,143.2
21748,18/11/19 12:05:13,8.424,16.848,136.2
21749,18/11/19 12:06:13,9.612,16.848,137.6
21750,18/11/19 12:07:13,9.612,13.212,124.9
21751,18/11/19 12:08:13,13.212,21.636,98.3
21752,18/11/19 12:09:13,12.024,16.848,92.7
21753,18/11/19 12:10:13,10.836,16.848,105.3
21754,18/11/19 12:11:13,13.212,15.624,110.9
21755,18/11/19 12:12:13,14.436,19.224,136.2
21756,18/11/19 12:13:13,8.424,12.024,139
21757,18/11/19 12:14:13,4.824,10.836,160
21758,18/11/19 12:15:13,6.012,9.612,120.7
21759,18/11/19 12:16:13,8.424,21.636,87
21760,18/11/19 12:17:13,12.024,20.448,35.1
21761,18/11/19 12:18:13,9.612,15.624,23.9
21762,18/11/19 12:19:13,13.212,24.048,75.8
21763,18/11/19 12:20:13,19.224,25.236,75.8
21764,18/11/19 12:21:13,24.048,27.648,60.4
21765,18/11/19 12:22:13,16.848,20.448,67.4
21766,18/11/19 12:23:13,12.024,14.436,96.9
21767,18/11/19 12:24:13,21.636,33.66,91.3
21768,18/11/19 12:25:13,21.636,31.248,85.6
21769,18/11/19 12:26:13,19.224,24.048,81.4
21770,18/11/19 12:27:13,21.636,28.872,113.7
21771,18/11/19 12:28:13,18.036,22.86,94.1
21772,18/11/19 12:29:13,12.024,15.624,109.5
21773,18/11/19 12:30:13,12.024,13.212,81.4
21774,18/11/19 12:31:13,7.2,15.624,68.8
21775,18/11/19 12:32:13,8.424,12.024,71.6
21776,18/11/19 12:33:13,4.824,8.424,139
21777,18/11/19 12:34:13,3.6,4.824,144.6
21778,18/11/19 12:35:13,7.2,10.836,50.5
21779,18/11/19 12:36:13,2.412,7.2,11.2
21780,18/11/19 12:37:13,7.2,12.024,185.3
21781,18/11/19 12:38:13,8.424,13.212,217.6
21782,18/11/19 12:39:13,4.824,7.2,199.4
21783,18/11/19 12:40:13,14.436,20.448,43.5
21784,18/11/19 12:41:13,13.212,14.436,61.8
21785,18/11/19 12:42:13,9.612,13.212,59
21786,18/11/19 12:43:13,10.836,13.212,49.1
21787,18/11/19 12:44:13,8.424,12.024,78.6
21788,18/11/19 12:45:13,2.412,4.824,64.6
21789,18/11/19 12:46:13,9.612,14.436,102.5
21790,18/11/19 12:47:13,12.024,15.624,92.7
21791,18/11/19 12:48:13,20.448,28.872,81.4
21792,18/11/19 12:49:13,14.436,22.86,78.6
21793,18/11/19 12:50:13,15.624,20.448,110.9
21794,18/11/19 12:51:13,15.624,24.048,123.5
21795,18/11/19 12:52:13,18.036,22.86,117.9
21796,18/11/19 12:53:13,10.836,16.848,119.3
21797,18/11/19 12:54:13,9.612,15.624,123.5
21798,18/11/19 12:55:13,13.212,21.636,108.1
21799,18/11/19 12:56:13,10.836,18.036,103.9
21800,18/11/19 12:57:13,6.012,14.436,108.1
21801,18/11/19 12:58:13,12.024,21.636,140.4
21802,18/11/19 12:59:13,13.212,20.448,167.1
21803,18/11/19 13:00:13,10.836,14.436,140.4
21804,18/11/19 13:01:13,8.424,12.024,108.1
21805,18/11/19 13:02:13,14.436,16.848,42.1
21806,18/11/19 13:03:13,9.612,12.024,29.5
21807,18/11/19 13:04:13,8.424,10.836,352.4
21808,18/11/19 13:05:13,6.012,7.2,317.3
21809,18/11/19 13:06:13,8.424,12.024,19.7
21810,18/11/19 13:07:13,15.624,22.86,95.5
21811,18/11/19 13:08:13,8.424,13.212,78.6
21812,18/11/19 13:09:13,3.6,4.824,46.3
21813,18/11/19 13:10:13,3.6,4.824,11.2
21814,18/11/19 13:11:13,3.6,6.012,67.4
21815,18/11/19 13:12:13,4.824,9.612,95.5
21816,18/11/19 13:13:13,13.212,18.036,89.9
21817,18/11/19 13:14:13,13.212,20.448,74.4
21818,18/11/19 13:15:13,9.612,12.024,64.6
21819,18/11/19 13:16:13,4.824,8.424,11.2
21820,18/11/19 13:17:13,4.824,8.424,56.2
21821,18/11/19 13:18:13,6.012,10.836,75.8
21822,18/11/19 13:19:13,10.836,15.624,63.2
21823,18/11/19 13:20:13,15.624,20.448,66
21824,18/11/19 13:21:13,15.624,21.636,89.9
21825,18/11/19 13:22:13,12.024,19.224,82.8
21826,18/11/19 13:23:13,10.836,14.436,94.1
21827,18/11/19 13:24:13,7.2,9.612,105.3
21828,18/11/19 13:25:13,7.2,10.836,122.1
21829,18/11/19 13:26:13,7.2,13.212,130.6
21830,18/11/19 13:27:13,16.848,25.236,92.7
21831,18/11/19 13:28:13,7.2,12.024,92.7
21832,18/11/19 13:29:13,14.436,25.236,91.3
21833,18/11/19 13:30:13,16.848,22.86,61.8
21834,18/11/19 13:31:13,15.624,25.236,50.5
21835,18/11/19 13:32:13,14.436,16.848,39.3
21836,18/11/19 13:33:13,10.836,16.848,33.7
21837,18/11/19 13:34:13,6.012,12.024,5.6
21838,18/11/19 13:35:13,9.612,12.024,16.8
21839,18/11/19 13:36:13,14.436,22.86,40.7
21840,18/11/19 13:37:13,15.624,19.224,61.8
21841,18/11/19 13:38:13,8.424,12.024,53.3
21842,18/11/19 13:39:13,9.612,12.024,74.4
21843,18/11/19 13:40:13,7.2,15.624,80
21844,18/11/19 13:41:13,6.012,10.836,127.8
21845,18/11/19 13:42:13,8.424,18.036,132
21846,18/11/19 13:43:13,18.036,22.86,147.4
21847,18/11/19 13:44:13,9.612,15.624,220.4
21848,18/11/19 13:45:13,10.836,22.86,91.3
21849,18/11/19 13:46:13,9.612,19.224,71.6
21850,18/11/19 13:47:13,9.612,15.624,101.1
21851,18/11/19 13:48:13,12.024,21.636,80
21852,18/11/19 13:49:13,26.46,38.484,73
21853,18/11/19 13:50:13,27.648,33.66,75.8
21854,18/11/19 13:51:13,24.048,27.648,57.6
21855,18/11/19 13:52:13,16.848,20.448,54.8
21856,18/11/19 13:53:13,13.212,18.036,54.8
21857,18/11/19 13:54:13,10.836,14.436,23.9
21858,18/11/19 13:55:13,8.424,12.024,346.8
21859,18/11/19 13:56:13,3.6,4.824,313.1
21860,18/11/19 13:57:13,4.824,7.2,77.2
21861,18/11/19 13:58:13,4.824,8.424,263.9
21862,18/11/19 13:59:13,10.836,15.624,199.4
21863,18/11/19 14:00:13,20.448,25.236,186.7
21864,18/11/19 14:01:13,18.036,22.86,188.1
21865,18/11/19 14:02:13,19.224,28.872,185.3
21866,18/11/19 14:03:13,22.86,26.46,171.3
21867,18/11/19 14:04:13,15.624,19.224,169.9
21868,18/11/19 14:05:13,14.436,19.224,161.5
21869,18/11/19 14:06:13,22.86,25.236,168.5
21870,18/11/19 14:07:13,18.036,25.236,153
21871,18/11/19 14:08:13,16.848,20.448,153
21872,18/11/19 14:09:13,18.036,22.86,126.4
21873,18/11/19 14:10:13,13.212,16.848,115.1
21874,18/11/19 14:11:13,12.024,18.036,102.5
21875,18/11/19 14:12:13,8.424,15.624,99.7
21876,18/11/19 14:13:13,8.424,14.436,92.7
21877,18/11/19 14:14:13,8.424,15.624,102.5
21878,18/11/19 14:15:13,12.024,15.624,115.1
21879,18/11/19 14:16:13,16.848,20.448,73
21880,18/11/19 14:17:13,14.436,18.036,78.6
21881,18/11/19 14:18:13,10.836,14.436,81.4
21882,18/11/19 14:19:13,12.024,15.624,36.5
21883,18/11/19 14:20:13,9.612,14.436,53.3
21884,18/11/19 14:21:13,16.848,26.46,150.2
21885,18/11/19 14:22:13,10.836,13.212,140.4
21886,18/11/19 14:23:13,4.824,8.424,66
21887,18/11/19 14:24:13,12.024,20.448,134.8
21888,18/11/19 14:25:13,24.048,32.472,147.4
21889,18/11/19 14:26:13,10.836,19.224,143.2
21890,18/11/19 14:27:13,6.012,7.2,95.5
21891,18/11/19 14:28:13,10.836,16.848,147.4
21892,18/11/19 14:29:13,10.836,14.436,134.8
21893,18/11/19 14:30:13,14.436,21.636,181.1
21894,18/11/19 14:31:13,16.848,21.636,178.3
21895,18/11/19 14:32:13,18.036,24.048,178.3
21896,18/11/19 14:33:13,12.024,18.036,189.5
21897,18/11/19 14:34:13,7.2,9.612,176.9
21898,18/11/19 14:35:13,7.2,9.612,186.7
21899,18/11/19 14:36:13,4.824,7.2,213.4
21900,18/11/19 14:37:13,8.424,10.836,214.8
21901,18/11/19 14:38:13,6.012,7.2,158.6
21902,18/11/19 14:39:13,20.448,30.06,179.7
21903,18/11/19 14:40:13,20.448,24.048,174.1
21904,18/11/19 14:41:13,14.436,19.224,165.7
21905,18/11/19 14:42:13,13.212,22.86,137.6
21906,18/11/19 14:43:13,19.224,28.872,139
21907,18/11/19 14:44:13,16.848,22.86,139
21908,18/11/19 14:45:13,20.448,26.46,147.4
21909,18/11/19 14:46:13,21.636,25.236,123.5
21910,18/11/19 14:47:13,27.648,34.848,140.4
21911,18/11/19 14:48:13,27.648,33.66,137.6
21912,18/11/19 14:49:13,25.236,36.072,148.8
21913,18/11/19 14:50:13,16.848,21.636,190.9
21914,18/11/19 14:51:13,9.612,15.624,181.1
21915,18/11/19 14:52:13,13.212,19.224,132
21916,18/11/19 14:53:13,15.624,21.636,112.3
21917,18/11/19 14:54:13,19.224,36.072,101.1
21918,18/11/19 14:55:13,27.648,34.848,112.3
21919,18/11/19 14:56:13,24.048,28.872,99.7
21920,18/11/19 14:57:13,18.036,25.236,108.1
21921,18/11/19 14:58:13,16.848,25.236,105.3
21922,18/11/19 14:59:13,16.848,25.236,85.6
21923,18/11/19 15:00:13,20.448,28.872,89.9
21924,18/11/19 15:01:13,24.048,34.848,68.8
21925,18/11/19 15:02:13,22.86,27.648,68.8
21926,18/11/19 15:03:13,18.036,21.636,66
21927,18/11/19 15:04:13,16.848,20.448,82.8
21928,18/11/19 15:05:13,14.436,20.448,68.8
21929,18/11/19 15:06:13,8.424,10.836,70.2
21930,18/11/19 15:07:13,9.612,12.024,44.9
21931,18/11/19 15:08:13,7.2,9.612,12.6
21932,18/11/19 15:09:13,6.012,13.212,29.5
21933,18/11/19 15:10:13,14.436,18.036,151.6
21934,18/11/19 15:11:13,12.024,16.848,151.6
21935,18/11/19 15:12:13,10.836,13.212,160
21936,18/11/19 15:13:13,7.2,9.612,172.7
21937,18/11/19 15:14:13,2.412,4.824,175.5
21938,18/11/19 15:15:13,9.612,15.624,227.4
21939,18/11/19 15:16:13,14.436,26.46,271
21940,18/11/19 15:17:13,9.612,13.212,325.7
21941,18/11/19 15:18:13,12.024,18.036,321.5
21942,18/11/19 15:19:13,18.036,24.048,310.3
21943,18/11/19 15:20:13,12.024,16.848,314.5
21944,18/11/19 15:21:13,9.612,16.848,301.8
21945,18/11/19 15:22:13,16.848,24.048,273.8
21946,18/11/19 15:23:13,14.436,18.036,299
21947,18/11/19 15:24:13,15.624,27.648,279.4
21948,18/11/19 15:25:13,12.024,16.848,275.2
21949,18/11/19 15:26:13,15.624,18.036,262.5
21950,18/11/19 15:27:13,16.848,20.448,278
21951,18/11/19 15:28:13,16.848,22.86,279.4
21952,18/11/19 15:29:13,9.612,12.024,300.4
21953,18/11/19 15:30:13,13.212,18.036,299
21954,18/11/19 15:31:13,18.036,22.86,307.5
21955,18/11/19 15:32:13,10.836,15.624,310.3
21956,18/11/19 15:33:13,8.424,12.024,294.8
21957,18/11/19 15:34:13,12.024,14.436,276.6
21958,18/11/19 15:35:13,13.212,21.636,259.7
21959,18/11/19 15:36:13,15.624,22.86,255.5
21960,18/11/19 15:37:13,15.624,19.224,275.2
21961,18/11/19 15:38:13,13.212,16.848,265.3
21962,18/11/19 15:39:13,8.424,12.024,272.4
21963,18/11/19 15:40:13,7.2,9.612,271
21964,18/11/19 15:41:13,14.436,22.86,268.1
