T�tulo de trazado:  E1,,,,T�tulo
19927,06/22/21 02:17:24 PM,54.108,62.532,49.1
19928,06/22/21 02:18:24 PM,56.520,69.732,60.4
19929,06/22/21 02:19:24 PM,51.696,64.908,42.1
19930,06/22/21 02:20:24 PM,52.884,66.132,61.8
19931,06/22/21 02:21:24 PM,51.696,66.132,44.9
19932,06/22/21 02:22:24 PM,49.284,58.896,51.9
19933,06/22/21 02:23:24 PM,43.272,58.896,49.1
19934,06/22/21 02:24:24 PM,42.084,51.696,53.3
19935,06/22/21 02:25:24 PM,48.096,57.708,29.5
19936,06/22/21 02:26:24 PM,46.872,58.896,44.9
19937,06/22/21 02:27:24 PM,63.720,84.168,64.6
19938,06/22/21 02:28:24 PM,60.120,73.332,60.4
19939,06/22/21 02:29:24 PM,52.884,62.532,47.7
19940,06/22/21 02:30:24 PM,49.284,61.308,53.3
19941,06/22/21 02:31:24 PM,54.108,60.120,63.2
19942,06/22/21 02:32:24 PM,45.684,56.520,44.9
19943,06/22/21 02:33:24 PM,48.096,60.120,36.5
19944,06/22/21 02:34:24 PM,40.860,51.696,1.4
19945,06/22/21 02:35:24 PM,52.884,64.908,335.5
19946,06/22/21 02:36:24 PM,45.684,64.908,35.1
19947,06/22/21 02:37:24 PM,42.084,51.696,349.6
19948,06/22/21 02:38:24 PM,45.684,56.520,5.6
19949,06/22/21 02:39:24 PM,43.272,57.708,59.0
19950,06/22/21 02:40:24 PM,52.884,66.132,57.6
19951,06/22/21 02:41:24 PM,50.508,66.132,43.5
19952,06/22/21 02:42:24 PM,52.884,67.320,46.3
19953,06/22/21 02:43:24 PM,56.520,70.920,66.0
19954,06/22/21 02:44:24 PM,46.872,56.520,64.6
19955,06/22/21 02:45:24 PM,48.096,66.132,25.3
19956,06/22/21 02:46:24 PM,52.884,63.720,42.1
19957,06/22/21 02:47:24 PM,48.096,57.708,51.9
19958,06/22/21 02:48:24 PM,55.296,63.720,60.4
19959,06/22/21 02:49:24 PM,40.860,56.520,40.7
19960,06/22/21 02:50:24 PM,38.484,46.872,9.8
19961,06/22/21 02:51:24 PM,37.260,48.096,46.3
19962,06/22/21 02:52:24 PM,39.672,46.872,51.9
19963,06/22/21 02:53:24 PM,39.672,48.096,42.1
19964,06/22/21 02:54:24 PM,51.696,67.320,32.3
19965,06/22/21 02:55:24 PM,57.708,73.332,39.3
19966,06/22/21 02:56:24 PM,51.696,66.132,67.4
19967,06/22/21 02:57:24 PM,55.296,66.132,46.3
19968,06/22/21 02:58:24 PM,46.872,52.884,47.7
19969,06/22/21 02:59:24 PM,45.684,54.108,44.9
19970,06/22/21 03:00:24 PM,38.484,46.872,36.5
19971,06/22/21 03:01:24 PM,48.096,57.708,47.7
19972,06/22/21 03:02:24 PM,45.684,63.720,35.1
19973,06/22/21 03:03:24 PM,46.872,56.520,18.3
19974,06/22/21 03:04:24 PM,42.084,56.520,16.8
19975,06/22/21 03:05:24 PM,50.508,58.896,57.6
19976,06/22/21 03:06:24 PM,56.520,66.132,50.5
19977,06/22/21 03:07:24 PM,54.108,63.720,54.8
19978,06/22/21 03:08:24 PM,50.508,60.120,50.5
19979,06/22/21 03:09:24 PM,51.696,61.308,57.6
19980,06/22/21 03:10:24 PM,52.884,58.896,50.5
19981,06/22/21 03:11:24 PM,46.872,60.120,42.1
19982,06/22/21 03:12:24 PM,38.484,58.896,32.3
19983,06/22/21 03:13:24 PM,44.496,54.108,39.3
19984,06/22/21 03:14:24 PM,43.272,54.108,36.5
19985,06/22/21 03:15:24 PM,39.672,52.884,25.3
19986,06/22/21 03:16:24 PM,44.496,55.296,29.5
19987,06/22/21 03:17:24 PM,40.860,49.284,9.8
19988,06/22/21 03:18:24 PM,40.860,48.096,35.1
19989,06/22/21 03:19:24 PM,40.860,54.108,49.1
19990,06/22/21 03:20:24 PM,50.508,60.120,49.1
19991,06/22/21 03:21:24 PM,40.860,49.284,32.3
19992,06/22/21 03:22:24 PM,42.084,56.520,33.7
19993,06/22/21 03:23:24 PM,39.672,52.884,53.3
19994,06/22/21 03:24:24 PM,32.472,46.872,28.1
19995,06/22/21 03:25:24 PM,44.496,57.708,42.1
19996,06/22/21 03:26:24 PM,46.872,61.308,355.2
19997,06/22/21 03:27:24 PM,51.696,60.120,51.9
19998,06/22/21 03:28:24 PM,51.696,66.132,42.1
19999,06/22/21 03:29:24 PM,44.496,50.508,59.0
20000,06/22/21 03:30:24 PM,54.108,63.720,57.6
20001,06/22/21 03:31:24 PM,42.084,51.696,33.7
20002,06/22/21 03:32:24 PM,43.272,55.296,29.5
20003,06/22/21 03:33:24 PM,51.696,62.532,60.4
20004,06/22/21 03:34:24 PM,43.272,51.696,28.1
20005,06/22/21 03:35:24 PM,48.096,56.520,59.0
20006,06/22/21 03:36:24 PM,50.508,62.532,49.1
20007,06/22/21 03:37:24 PM,49.284,57.708,50.5
20008,06/22/21 03:38:24 PM,45.684,54.108,59.0
20009,06/22/21 03:39:24 PM,38.484,57.708,37.9
20010,06/22/21 03:40:24 PM,50.508,74.556,47.7
20011,06/22/21 03:41:24 PM,44.496,56.520,44.9
20012,06/22/21 03:42:24 PM,46.872,55.296,0.0
20013,06/22/21 03:43:24 PM,50.508,61.308,352.4
20014,06/22/21 03:44:24 PM,49.284,62.532,25.3
20015,06/22/21 03:45:24 PM,45.684,56.520,346.8
20016,06/22/21 03:46:24 PM,46.872,56.520,9.8
20017,06/22/21 03:47:24 PM,44.496,61.308,2.8
20018,06/22/21 03:48:24 PM,55.296,60.120,355.2
20019,06/22/21 03:49:24 PM,44.496,52.884,71.6
20020,06/22/21 03:50:24 PM,42.084,49.284,29.5
20021,06/22/21 03:51:24 PM,42.084,60.120,47.7
20022,06/22/21 03:52:24 PM,48.096,62.532,54.8
20023,06/22/21 03:53:24 PM,46.872,55.296,54.8
20024,06/22/21 03:54:24 PM,48.096,58.896,37.9
20025,06/22/21 03:55:24 PM,45.684,57.708,37.9
20026,06/22/21 03:56:24 PM,44.496,54.108,47.7
20027,06/22/21 03:57:24 PM,46.872,55.296,51.9
20028,06/22/21 03:58:24 PM,39.672,48.096,12.6
20029,06/22/21 03:59:24 PM,38.484,51.696,40.7
20030,06/22/21 04:00:24 PM,51.696,62.532,43.5
20031,06/22/21 04:01:24 PM,38.484,45.684,26.7
20032,06/22/21 04:02:24 PM,39.672,48.096,1.4
20033,06/22/21 04:03:24 PM,36.072,44.496,348.2
20034,06/22/21 04:04:24 PM,39.672,49.284,355.2
20035,06/22/21 04:05:24 PM,50.508,62.532,346.8
20036,06/22/21 04:06:24 PM,55.296,60.120,325.7
20037,06/22/21 04:07:24 PM,45.684,56.520,339.7
20038,06/22/21 04:08:24 PM,50.508,57.708,355.2
20039,06/22/21 04:09:24 PM,51.696,60.120,339.7
20040,06/22/21 04:10:24 PM,51.696,60.120,352.4
20041,06/22/21 04:11:24 PM,49.284,58.896,40.7
20042,06/22/21 04:12:24 PM,55.296,78.156,64.6
20043,06/22/21 04:13:24 PM,45.684,55.296,40.7
20044,06/22/21 04:14:24 PM,44.496,52.884,355.2
20045,06/22/21 04:15:24 PM,55.296,62.532,339.7
20046,06/22/21 04:16:24 PM,58.896,69.732,349.6
20047,06/22/21 04:17:24 PM,46.872,62.532,16.8
20048,06/22/21 04:18:24 PM,36.072,49.284,14.0
20049,06/22/21 04:19:24 PM,39.672,61.308,37.9
20050,06/22/21 04:20:24 PM,43.272,56.520,37.9
20051,06/22/21 04:21:24 PM,44.496,52.884,40.7
20052,06/22/21 04:22:24 PM,49.284,70.920,46.3
20053,06/22/21 04:23:24 PM,45.684,56.520,57.6
20054,06/22/21 04:24:24 PM,44.496,60.120,43.5
20055,06/22/21 04:25:24 PM,37.260,48.096,40.7
20056,06/22/21 04:26:24 PM,40.860,51.696,33.7
20057,06/22/21 04:27:24 PM,36.072,48.096,47.7
20058,06/22/21 04:28:24 PM,40.860,49.284,42.1
20059,06/22/21 04:29:24 PM,44.496,55.296,51.9
20060,06/22/21 04:30:24 PM,43.272,55.296,47.7
20061,06/22/21 04:31:24 PM,45.684,55.296,37.9
20062,06/22/21 04:32:24 PM,40.860,57.708,26.7
20063,06/22/21 04:33:24 PM,31.248,37.260,32.3
20064,06/22/21 04:34:24 PM,28.872,36.072,35.1
20065,06/22/21 04:35:24 PM,40.860,48.096,36.5
20066,06/22/21 04:36:24 PM,40.860,49.284,44.9
20067,06/22/21 04:37:24 PM,40.860,45.684,28.1
20068,06/22/21 04:38:24 PM,33.660,40.860,36.5
20069,06/22/21 04:39:24 PM,32.472,42.084,22.5
20070,06/22/21 04:40:24 PM,33.660,49.284,29.5
20071,06/22/21 04:41:24 PM,44.496,58.896,42.1
20072,06/22/21 04:42:24 PM,33.660,42.084,51.9
20073,06/22/21 04:43:24 PM,44.496,55.296,44.9
20074,06/22/21 04:44:24 PM,39.672,44.496,39.3
20075,06/22/21 04:45:24 PM,34.848,44.496,46.3
20076,06/22/21 04:46:24 PM,31.248,40.860,35.1
20077,06/22/21 04:47:24 PM,28.872,34.848,26.7
20078,06/22/21 04:48:24 PM,30.060,42.084,355.2
20079,06/22/21 04:49:24 PM,39.672,50.508,0.0
20080,06/22/21 04:50:24 PM,33.660,42.084,355.2
20081,06/22/21 04:51:24 PM,34.848,44.496,30.9
20082,06/22/21 04:52:24 PM,45.684,58.896,36.5
20083,06/22/21 04:53:24 PM,36.072,43.272,44.9
20084,06/22/21 04:54:24 PM,48.096,62.532,345.4
20085,06/22/21 04:55:24 PM,45.684,56.520,344.0
20086,06/22/21 04:56:24 PM,46.872,54.108,349.6
20087,06/22/21 04:57:24 PM,49.284,60.120,349.6
20088,06/22/21 04:58:24 PM,46.872,56.520,339.7
20089,06/22/21 04:59:24 PM,44.496,54.108,28.1
20090,06/22/21 05:00:24 PM,43.272,56.520,28.1
20091,06/22/21 05:01:24 PM,42.084,58.896,30.9
20092,06/22/21 05:02:24 PM,48.096,58.896,342.6
20093,06/22/21 05:03:24 PM,50.508,61.308,342.6
20094,06/22/21 05:04:24 PM,54.108,61.308,344.0
20095,06/22/21 05:05:24 PM,44.496,54.108,9.8
20096,06/22/21 05:06:24 PM,37.260,45.684,26.7
20097,06/22/21 05:07:24 PM,33.660,44.496,12.6
20098,06/22/21 05:08:24 PM,31.248,40.860,19.7
20099,06/22/21 05:09:24 PM,36.072,42.084,5.6
20100,06/22/21 05:10:24 PM,34.848,45.684,9.8
20101,06/22/21 05:11:24 PM,34.848,43.272,12.6
20102,06/22/21 05:12:24 PM,26.460,33.660,44.9
20103,06/22/21 05:13:24 PM,26.460,31.248,35.1
20104,06/22/21 05:14:24 PM,24.048,30.060,28.1
20105,06/22/21 05:15:24 PM,34.848,43.272,26.7
20106,06/22/21 05:16:24 PM,34.848,42.084,2.8
20107,06/22/21 05:17:24 PM,34.848,40.860,344.0
20108,06/22/21 05:18:24 PM,30.060,45.684,43.5
20109,06/22/21 05:19:24 PM,33.660,44.496,43.5
20110,06/22/21 05:20:24 PM,36.072,39.672,8.4
20111,06/22/21 05:21:24 PM,34.848,46.872,352.4
20112,06/22/21 05:22:24 PM,31.248,37.260,35.1
20113,06/22/21 05:23:24 PM,26.460,37.260,37.9
20114,06/22/21 05:24:24 PM,37.260,50.508,33.7
20115,06/22/21 05:25:24 PM,34.848,49.284,46.3
20116,06/22/21 05:26:24 PM,38.484,56.520,43.5
20117,06/22/21 05:27:24 PM,46.872,64.908,40.7
20118,06/22/21 05:28:24 PM,48.096,63.720,39.3
20119,06/22/21 05:29:24 PM,37.260,45.684,19.7
20120,06/22/21 05:30:24 PM,32.472,38.484,22.5
20121,06/22/21 05:31:24 PM,39.672,46.872,346.8
20122,06/22/21 05:32:24 PM,40.860,48.096,345.4
20123,06/22/21 05:33:24 PM,37.260,46.872,21.1
20124,06/22/21 05:34:24 PM,39.672,48.096,346.8
20125,06/22/21 05:35:24 PM,40.860,48.096,348.2
20126,06/22/21 05:36:24 PM,37.260,46.872,15.4
20127,06/22/21 05:37:24 PM,34.848,40.860,8.4
20128,06/22/21 05:38:24 PM,39.672,48.096,46.3
20129,06/22/21 05:39:24 PM,30.060,36.072,9.8
20130,06/22/21 05:40:24 PM,31.248,36.072,28.1
20131,06/22/21 05:41:24 PM,34.848,40.860,37.9
20132,06/22/21 05:42:24 PM,42.084,58.896,36.5
20133,06/22/21 05:43:24 PM,48.096,63.720,46.3
20134,06/22/21 05:44:24 PM,43.272,50.508,43.5
20135,06/22/21 05:45:24 PM,45.684,60.120,36.5
20136,06/22/21 05:46:24 PM,36.072,52.884,355.2
20137,06/22/21 05:47:24 PM,40.860,56.520,352.4
20138,06/22/21 05:48:24 PM,36.072,43.272,29.5
20139,06/22/21 05:49:24 PM,33.660,44.496,18.3
20140,06/22/21 05:50:24 PM,39.672,50.508,348.2
20141,06/22/21 05:51:24 PM,38.484,54.108,346.8
20142,06/22/21 05:52:24 PM,30.060,33.660,355.2
20143,06/22/21 05:53:24 PM,31.248,37.260,32.3
20144,06/22/21 05:54:24 PM,27.648,33.660,22.5
20145,06/22/21 05:55:24 PM,27.648,37.260,51.9
20146,06/22/21 05:56:24 PM,32.472,50.508,26.7
20147,06/22/21 05:57:24 PM,30.060,40.860,32.3
20148,06/22/21 05:58:24 PM,36.072,48.096,37.9
20149,06/22/21 05:59:24 PM,43.272,55.296,37.9
20150,06/22/21 06:00:24 PM,38.484,46.872,39.3
20151,06/22/21 06:01:24 PM,43.272,52.884,43.5
20152,06/22/21 06:02:24 PM,36.072,49.284,37.9
20153,06/22/21 06:03:24 PM,32.472,40.860,44.9
20154,06/22/21 06:04:24 PM,33.660,43.272,14.0
20155,06/22/21 06:05:24 PM,36.072,46.872,18.3
20156,06/22/21 06:06:24 PM,36.072,45.684,7.0
20157,06/22/21 06:07:24 PM,42.084,51.696,15.4
20158,06/22/21 06:08:24 PM,38.484,51.696,35.1
20159,06/22/21 06:09:24 PM,34.848,42.084,0.0
20160,06/22/21 06:10:24 PM,33.660,45.684,43.5
20161,06/22/21 06:11:24 PM,39.672,57.708,32.3
20162,06/22/21 06:12:24 PM,37.260,46.872,43.5
20163,06/22/21 06:13:24 PM,32.472,40.860,40.7
20164,06/22/21 06:14:24 PM,28.872,40.860,51.9
20165,06/22/21 06:15:24 PM,30.060,42.084,36.5
20166,06/22/21 06:16:24 PM,33.660,39.672,30.9
20167,06/22/21 06:17:24 PM,36.072,46.872,35.1
20168,06/22/21 06:18:24 PM,37.260,42.084,35.1
20169,06/22/21 06:19:24 PM,28.872,38.484,32.3
20170,06/22/21 06:20:24 PM,31.248,43.272,42.1
20171,06/22/21 06:21:24 PM,39.672,49.284,56.2
20172,06/22/21 06:22:24 PM,39.672,62.532,33.7
20173,06/22/21 06:23:24 PM,37.260,46.872,40.7
20174,06/22/21 06:24:24 PM,25.236,32.472,21.1
20175,06/22/21 06:25:24 PM,33.660,43.272,46.3
20176,06/22/21 06:26:24 PM,28.872,37.260,26.7
20177,06/22/21 06:27:24 PM,39.672,48.096,44.9
20178,06/22/21 06:28:24 PM,38.484,45.684,28.1
20179,06/22/21 06:29:24 PM,36.072,46.872,28.1
20180,06/22/21 06:30:24 PM,32.472,43.272,40.7
20181,06/22/21 06:31:24 PM,28.872,36.072,37.9
20182,06/22/21 06:32:24 PM,28.872,39.672,21.1
20183,06/22/21 06:33:24 PM,36.072,51.696,39.3
20184,06/22/21 06:34:24 PM,32.472,40.860,42.1
20185,06/22/21 06:35:24 PM,34.848,48.096,14.0
20186,06/22/21 06:36:24 PM,38.484,48.096,25.3
20187,06/22/21 06:37:24 PM,38.484,46.872,42.1
20188,06/22/21 06:38:24 PM,32.472,39.672,43.5
20189,06/22/21 06:39:24 PM,32.472,40.860,14.0
20190,06/22/21 06:40:24 PM,36.072,46.872,16.8
20191,06/22/21 06:41:24 PM,34.848,43.272,40.7
20192,06/22/21 06:42:24 PM,40.860,49.284,33.7
20193,06/22/21 06:43:24 PM,40.860,45.684,37.9
20194,06/22/21 06:44:24 PM,45.684,60.120,40.7
20195,06/22/21 06:45:24 PM,43.272,49.284,44.9
20196,06/22/21 06:46:24 PM,40.860,46.872,37.9
20197,06/22/21 06:47:24 PM,33.660,40.860,40.7
20198,06/22/21 06:48:24 PM,33.660,42.084,42.1
20199,06/22/21 06:49:24 PM,33.660,38.484,46.3
20200,06/22/21 06:50:24 PM,36.072,43.272,29.5
20201,06/22/21 06:51:24 PM,27.648,40.860,44.9
20202,06/22/21 06:52:24 PM,32.472,48.096,50.5
20203,06/22/21 06:53:24 PM,33.660,43.272,43.5
20204,06/22/21 06:54:24 PM,26.460,36.072,43.5
20205,06/22/21 06:55:24 PM,31.248,44.496,44.9
20206,06/22/21 06:56:24 PM,31.248,42.084,44.9
20207,06/22/21 06:57:24 PM,27.648,33.660,40.7
20208,06/22/21 06:58:24 PM,32.472,42.084,21.1
20209,06/22/21 06:59:24 PM,40.860,48.096,22.5
20210,06/22/21 07:00:24 PM,43.272,54.108,56.2
20211,06/22/21 07:01:24 PM,37.260,52.884,44.9
20212,06/22/21 07:02:24 PM,39.672,46.872,40.7
20213,06/22/21 07:03:24 PM,37.260,46.872,42.1
20214,06/22/21 07:04:24 PM,39.672,54.108,37.9
20215,06/22/21 07:05:24 PM,38.484,56.520,46.3
20216,06/22/21 07:06:24 PM,33.660,45.684,40.7
20217,06/22/21 07:07:24 PM,40.860,55.296,49.1
20218,06/22/21 07:08:24 PM,32.472,42.084,37.9
20219,06/22/21 07:09:24 PM,37.260,44.496,43.5
20220,06/22/21 07:10:24 PM,36.072,42.084,39.3
20221,06/22/21 07:11:24 PM,36.072,45.684,35.1
20222,06/22/21 07:12:24 PM,31.248,37.260,35.1
20223,06/22/21 07:13:24 PM,34.848,43.272,40.7
20224,06/22/21 07:14:24 PM,31.248,37.260,50.5
20225,06/22/21 07:15:24 PM,31.248,40.860,32.3
20226,06/22/21 07:16:24 PM,27.648,37.260,42.1
20227,06/22/21 07:17:24 PM,28.872,33.660,43.5
20228,06/22/21 07:18:24 PM,33.660,38.484,35.1
20229,06/22/21 07:19:24 PM,36.072,43.272,33.7
20230,06/22/21 07:20:24 PM,27.648,46.872,50.5
20231,06/22/21 07:21:24 PM,28.872,42.084,35.1
20232,06/22/21 07:22:24 PM,30.060,39.672,40.7
20233,06/22/21 07:23:24 PM,37.260,55.296,36.5
20234,06/22/21 07:24:24 PM,28.872,44.496,44.9
20235,06/22/21 07:25:24 PM,28.872,37.260,44.9
20236,06/22/21 07:26:24 PM,32.472,45.684,44.9
20237,06/22/21 07:27:24 PM,33.660,46.872,39.3
20238,06/22/21 07:28:24 PM,27.648,34.848,40.7
20239,06/22/21 07:29:24 PM,27.648,38.484,32.3
20240,06/22/21 07:30:24 PM,25.236,42.084,46.3
20241,06/22/21 07:31:24 PM,27.648,40.860,30.9
20242,06/22/21 07:32:24 PM,22.860,42.084,50.5
20243,06/22/21 07:33:24 PM,32.472,43.272,44.9
20244,06/22/21 07:34:24 PM,33.660,39.672,36.5
20245,06/22/21 07:35:24 PM,31.248,44.496,42.1
20246,06/22/21 07:36:24 PM,22.860,36.072,49.1
20247,06/22/21 07:37:24 PM,24.048,37.260,36.5
20248,06/22/21 07:38:24 PM,25.236,42.084,44.9
20249,06/22/21 07:39:24 PM,19.224,25.236,56.2
20250,06/22/21 07:40:24 PM,25.236,33.660,32.3
20251,06/22/21 07:41:24 PM,25.236,40.860,39.3
20252,06/22/21 07:42:24 PM,25.236,34.848,7.0
20253,06/22/21 07:43:24 PM,31.248,43.272,36.5
20254,06/22/21 07:44:24 PM,22.860,44.496,49.1
20255,06/22/21 07:45:24 PM,31.248,51.696,26.7
20256,06/22/21 07:46:24 PM,34.848,58.896,51.9
20257,06/22/21 07:47:24 PM,30.060,50.508,70.2
20258,06/22/21 07:48:24 PM,21.636,36.072,43.5
20259,06/22/21 07:49:24 PM,31.248,42.084,54.8
20260,06/22/21 07:50:24 PM,26.460,34.848,51.9
20261,06/22/21 07:51:24 PM,19.224,33.660,59.0
20262,06/22/21 07:52:24 PM,19.224,34.848,46.3
20263,06/22/21 07:53:24 PM,24.048,50.508,50.5
20264,06/22/21 07:54:24 PM,22.860,28.872,47.7
20265,06/22/21 07:55:24 PM,18.036,24.048,54.8
20266,06/22/21 07:56:24 PM,18.036,26.460,23.9
20267,06/22/21 07:57:24 PM,22.860,37.260,63.2
20268,06/22/21 07:58:24 PM,26.460,38.484,60.4
20269,06/22/21 07:59:24 PM,12.024,24.048,42.1
20270,06/22/21 08:00:24 PM,21.636,37.260,47.7
20271,06/22/21 08:01:24 PM,27.648,39.672,61.8
20272,06/22/21 08:02:24 PM,27.648,48.096,40.7
20273,06/22/21 08:03:24 PM,25.236,40.860,50.5
20274,06/22/21 08:04:24 PM,25.236,40.860,33.7
20275,06/22/21 08:05:24 PM,21.636,28.872,37.9
20276,06/22/21 08:06:24 PM,25.236,39.672,66.0
20277,06/22/21 08:07:24 PM,22.860,32.472,37.9
20278,06/22/21 08:08:24 PM,19.224,26.460,42.1
20279,06/22/21 08:09:24 PM,19.224,26.460,42.1
20280,06/22/21 08:10:24 PM,14.436,19.224,49.1
20281,06/22/21 08:11:24 PM,19.224,38.484,39.3
20282,06/22/21 08:12:24 PM,26.460,49.284,57.6
20283,06/22/21 08:13:24 PM,24.048,46.872,56.2
20284,06/22/21 08:14:24 PM,28.872,56.520,53.3
20285,06/22/21 08:15:24 PM,32.472,43.272,47.7
20286,06/22/21 08:16:24 PM,25.236,45.684,54.8
20287,06/22/21 08:17:24 PM,30.060,44.496,63.2
20288,06/22/21 08:18:24 PM,31.248,49.284,60.4
20289,06/22/21 08:19:24 PM,28.872,39.672,64.6
20290,06/22/21 08:20:24 PM,31.248,50.508,56.2
20291,06/22/21 08:21:24 PM,33.660,58.896,71.6
20292,06/22/21 08:22:24 PM,25.236,44.496,54.8
20293,06/22/21 08:23:24 PM,30.060,56.520,61.8
20294,06/22/21 08:24:24 PM,14.436,19.224,46.3
20295,06/22/21 08:25:24 PM,15.624,20.448,46.3
20296,06/22/21 08:26:24 PM,22.860,27.648,56.2
20297,06/22/21 08:27:24 PM,19.224,28.872,60.4
20298,06/22/21 08:28:24 PM,27.648,44.496,66.0
20299,06/22/21 08:29:24 PM,18.036,32.472,51.9
20300,06/22/21 08:30:24 PM,26.460,38.484,67.4
20301,06/22/21 08:31:24 PM,30.060,44.496,63.2
20302,06/22/21 08:32:24 PM,16.848,27.648,37.9
20303,06/22/21 08:33:24 PM,16.848,25.236,54.8
20304,06/22/21 08:34:24 PM,25.236,36.072,60.4
20305,06/22/21 08:35:24 PM,37.260,51.696,60.4
20306,06/22/21 08:36:24 PM,26.460,42.084,56.2
20307,06/22/21 08:37:24 PM,27.648,39.672,54.8
20308,06/22/21 08:38:24 PM,26.460,37.260,54.8
20309,06/22/21 08:39:24 PM,25.236,32.472,61.8
20310,06/22/21 08:40:24 PM,28.872,46.872,74.4
20311,06/22/21 08:41:24 PM,24.048,31.248,63.2
20312,06/22/21 08:42:24 PM,27.648,40.860,63.2
20313,06/22/21 08:43:24 PM,27.648,48.096,22.5
20314,06/22/21 08:44:24 PM,27.648,44.496,61.8
20315,06/22/21 08:45:24 PM,28.872,34.848,61.8
20316,06/22/21 08:46:24 PM,27.648,39.672,54.8
20317,06/22/21 08:47:24 PM,25.236,43.272,61.8
20318,06/22/21 08:48:24 PM,24.048,40.860,59.0
20319,06/22/21 08:49:24 PM,31.248,42.084,68.8
20320,06/22/21 08:50:24 PM,21.636,31.248,51.9
20321,06/22/21 08:51:24 PM,28.872,44.496,60.4
20322,06/22/21 08:52:24 PM,31.248,44.496,60.4
20323,06/22/21 08:53:24 PM,27.648,45.684,53.3
20324,06/22/21 08:54:24 PM,27.648,50.508,59.0
20325,06/22/21 08:55:24 PM,27.648,33.660,60.4
20326,06/22/21 08:56:24 PM,31.248,46.872,59.0
20327,06/22/21 08:57:24 PM,28.872,44.496,66.0
20328,06/22/21 08:58:24 PM,27.648,42.084,50.5
20329,06/22/21 08:59:24 PM,25.236,38.484,57.6
20330,06/22/21 09:00:24 PM,32.472,43.272,67.4
20331,06/22/21 09:01:24 PM,31.248,40.860,67.4
20332,06/22/21 09:02:24 PM,26.460,42.084,66.0
20333,06/22/21 09:03:24 PM,21.636,32.472,66.0
20334,06/22/21 09:04:24 PM,22.860,36.072,60.4
20335,06/22/21 09:05:24 PM,19.224,31.248,67.4
20336,06/22/21 09:06:24 PM,19.224,30.060,59.0
20337,06/22/21 09:07:24 PM,15.624,24.048,53.3
20338,06/22/21 09:08:24 PM,20.448,34.848,56.2
20339,06/22/21 09:09:24 PM,24.048,40.860,61.8
20340,06/22/21 09:10:24 PM,24.048,43.272,54.8
20341,06/22/21 09:11:24 PM,24.048,39.672,59.0
20342,06/22/21 09:12:24 PM,16.848,27.648,56.2
20343,06/22/21 09:13:24 PM,21.636,33.660,42.1
20344,06/22/21 09:14:24 PM,25.236,36.072,32.3
20345,06/22/21 09:15:24 PM,21.636,28.872,43.5
20346,06/22/21 09:16:24 PM,25.236,38.484,42.1
20347,06/22/21 09:17:24 PM,30.060,38.484,23.9
20348,06/22/21 09:18:24 PM,14.436,26.460,50.5
20349,06/22/21 09:19:24 PM,22.860,40.860,53.3
20350,06/22/21 09:20:24 PM,16.848,22.860,37.9
20351,06/22/21 09:21:24 PM,18.036,27.648,35.1
20352,06/22/21 09:22:24 PM,14.436,38.484,51.9
20353,06/22/21 09:23:24 PM,14.436,30.060,50.5
20354,06/22/21 09:24:24 PM,14.436,20.448,56.2
20355,06/22/21 09:25:24 PM,21.636,39.672,64.6
20356,06/22/21 09:26:24 PM,20.448,33.660,46.3
20357,06/22/21 09:27:24 PM,15.624,24.048,16.8
20358,06/22/21 09:28:24 PM,15.624,24.048,21.1
20359,06/22/21 09:29:24 PM,15.624,22.860,22.5
20360,06/22/21 09:30:24 PM,22.860,37.260,40.7
20361,06/22/21 09:31:24 PM,21.636,36.072,39.3
20362,06/22/21 09:32:24 PM,30.060,52.884,18.3
20363,06/22/21 09:33:24 PM,20.448,42.084,44.9
20364,06/22/21 09:34:24 PM,22.860,39.672,44.9
20365,06/22/21 09:35:24 PM,22.860,28.872,35.1
20366,06/22/21 09:36:24 PM,13.212,21.636,47.7
20367,06/22/21 09:37:24 PM,24.048,34.848,30.9
20368,06/22/21 09:38:24 PM,24.048,36.072,42.1
20369,06/22/21 09:39:24 PM,21.636,30.060,56.2
20370,06/22/21 09:40:24 PM,20.448,27.648,29.5
20371,06/22/21 09:41:24 PM,20.448,33.660,23.9
20372,06/22/21 09:42:24 PM,14.436,32.472,74.4
20373,06/22/21 09:43:24 PM,14.436,19.224,47.7
20374,06/22/21 09:44:24 PM,18.036,27.648,35.1
20375,06/22/21 09:45:24 PM,21.636,37.260,32.3
20376,06/22/21 09:46:24 PM,25.236,34.848,39.3
20377,06/22/21 09:47:24 PM,15.624,21.636,44.9
20378,06/22/21 09:48:24 PM,19.224,26.460,49.1
20379,06/22/21 09:49:24 PM,19.224,36.072,54.8
20380,06/22/21 09:50:24 PM,22.860,33.660,56.2
20381,06/22/21 09:51:24 PM,30.060,39.672,64.6
20382,06/22/21 09:52:24 PM,28.872,42.084,63.2
20383,06/22/21 09:53:24 PM,24.048,37.260,61.8
20384,06/22/21 09:54:24 PM,30.060,45.684,67.4
20385,06/22/21 09:55:24 PM,22.860,36.072,49.1
20386,06/22/21 09:56:24 PM,19.224,32.472,53.3
20387,06/22/21 09:57:24 PM,27.648,49.284,68.8
20388,06/22/21 09:58:24 PM,21.636,38.484,54.8
20389,06/22/21 09:59:24 PM,25.236,32.472,53.3
20390,06/22/21 10:00:24 PM,14.436,22.860,53.3
20391,06/22/21 10:01:24 PM,25.236,36.072,57.6
